lemma,roleset_id,name,role_count,example_count,source_file
assassinate,assassinate.01,to murder,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assassinate.xml
assemble,assemble.01,build,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assemble.xml
assemble,assemble.02,group,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assemble.xml
assert,assert.01,speak up,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assert.xml
assert,assert.02,say forcefully,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assert.xml
assert,assert.03,claim,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assert.xml
assess,assess.01,"to evaluate, appraise",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assess.xml
assign,assign.01,"give, associate with",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assign.xml
assimilate,assimilate.01,become similar,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assimilate.xml
assist,assist.01,"help, assist",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assist.xml
associate,associate.01,include in some group,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\associate.xml
assuage,assuage.01,mend someone's hurt feelings,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assuage.xml
assume,assume.01,acquire,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assume.xml
assume,assume.02,believe,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assume.xml
assure,assure.01,calm someone's nerves,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\assure.xml
astound,astound.01,to surprise,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\astound.xml
atone,atone.01,to make amends,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\atone.xml
attach,attach.01,"stick, cause to stick",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attach.xml
attack,attack.01,"to make an attack, criticize strongly",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attack.xml
attain,attain.01,to reach or achieve,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attain.xml
attempt,attempt.01,try,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attempt.xml
attend,attend.01,belong with or at,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attend.xml
attest,attest.01,"to affirm to be correct, indicate",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attest.xml
attract,attract.01,"attract, draw near",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attract.xml
attribute,attribute.01,assign attribute to,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\attribute.xml
auction_off,auction.01,sell at auction,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\auction.xml
auction,auction.02,"sell at auction, no particle",5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\auction.xml
audit,audit.01,assess,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\audit.xml
audition,audition.01,try to get a role,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\audition.xml
augment,augment.01,to increase,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\augment.xml
author,author.01,to write or construct,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\author.xml
authorize,authorize.01,allow,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\authorize.xml
autograph,autograph.01,to sign,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\autograph.xml
automate,automate.01,to make automatic,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\automate.xml
avenge,avenge.01,to take revenge for a perceived wrong,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\avenge.xml
aver,aver.01,assert to be true,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\aver.xml
average,average.01,"to amount to or come to an average, compute an average",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\average.xml
avert,avert.01,"stop, prevent, move away from, avoid",4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\avert.xml
avoid,avoid.01,stay away from,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\avoid.xml
await,await.01,wait for,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\await.xml
awake,awake.01,to wake or make aware,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\awake.xml
awaken,awaken.01,to wake or make aware,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\awaken.xml
award,award.01,give an award,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\award.xml
back,back.01,support,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back,back.02,move backwards,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back,back.03,face backwards,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back_up,back.04,back up: support,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back_up,back.06,back up: move backwards,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back_up,back.08,back up: face backwards,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back_up,back.09,back up: preserve data,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
back_up,back.10,back up: traffic,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\back.xml
backfire,backfire.01,have a bad result,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\backfire.xml
backpedal,backpedal.01,to retreat or withdraw,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\backpedal.xml
backslap,backslap.01,slap on the back,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\backslap.xml
bail_out,bail.01,abandon a project,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bail.xml
bail_out,bail.02,"free on bail, extricate from a difficult situation",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bail.xml
balance,balance.01,establish a balance,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\balance.xml
balk,balk.01,"flinch, be hesitant",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\balk.xml
balloon,balloon.01,to ride in a balloon,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\balloon.xml
balloon,balloon.02,to increase or cause to increase,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\balloon.xml
ballyhoo,ballyhoo.01,advertise noisily or blatantly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\ballyhoo.xml
ban,ban.01,prohibit,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\ban.xml
band.01,band.01,attach,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\band.xml
bandy_about,bandy.01,discuss casually,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bandy.xml
bang,bang.01,emit banging noise,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bang.xml
bang,bang.02,strike so as to make banging noise,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bang.xml
banish,banish.01,"send away, expel",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\banish.xml
bank,bank.01,put (money) in the bank,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bank.xml
bank,bank.02,"turn, like an airplane",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bank.xml
bankroll,bankroll.01,provide funding for,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bankroll.xml
bankrupt,bankrupt.01,to cause to become financially bankrupt,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bankrupt.xml
bar,bar.01,"stop, prevent",4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bar.xml
barb,barb.01,cause to have barbs,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\barb.xml
bare,bare.01,cause to not have covering,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bare.xml
bargain,bargain.01,to negotiate the terms of agreement,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bargain.xml
barge,barge.01,go rudely,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\barge.xml
bark,bark.01,like a dog,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bark.xml
bark_up_the_wrong_tree,bark.02,follow the wrong lead,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bark.xml
barrel,barrel.01,move with great intensity,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\barrel.xml
barter,barter.01,trade,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\barter.xml
base,base.01,be located in,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\base.xml
base,base.02,justified by,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\base.xml
bash,bash.01,to criticize,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bash.xml
bat,bat.01,close and open eye(s) quickly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bat.xml
bat,bat.02,play baseball,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bat.xml
bat_in,bat.03,bring in runs by hitting a baseball,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bat.xml
bathe,bathe.01,have a bath,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bathe.xml
batter,batter.01,hit repeatedly,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\batter.xml
battle,battle.01,fight (with),3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\battle.xml
be,be.01,copula,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\be.xml
be,be.02,existential,1,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\be.xml
be,be.03,auxiliary,0,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\be.xml
beam,beam.01,to emit or transmit,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beam.xml
beam,beam.02,to express with a smile,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beam.xml
bear,bear.01,"hold, support, endure",4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
bear,bear.02,bear children,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
bear,bear.03,move,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
bear,bear.06,has relation to,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
bear_up,bear.04,"survive, exist",1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
bear_out,bear.05,bear out: confirm?  support again?,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bear.xml
beat,beat.01,strike,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beat.xml
beat,beat.02,"push, cause motion",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beat.xml
beat,beat.03,win over some competitor,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beat.xml
beat_out,beat.04,win over some opponent,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beat.xml
beat_up,beat.05,strike repeatedly,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beat.xml
become,become.01,change of state,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\become.xml
become,become.02,bogus interpretation,0,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\become.xml
bedevil,bedevil.01,"bother, plague",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bedevil.xml
beef_up,beef.01,make greater,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beef.xml
beep,beep.01,(cause to) emit a beeping sound,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beep.xml
beep,beep.02,notify someone via beeper,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beep.xml
befall,befall.01,to happen,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\befall.xml
befriend,befriend.01,become friends with,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\befriend.xml
befuddle,befuddle.01,cause confusion,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\befuddle.xml
beg,beg.01,beg,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beg.xml
beget,beget.01,bring into existence,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beget.xml
begin,begin.01,start,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\begin.xml
behave,behave.01,to conduct (oneself) in a specified way,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\behave.xml
behead,behead.01,remove the head,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\behead.xml
beleaguer,beleaguer.01,harass,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beleaguer.xml
belie,belie.01,to show to be false,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\belie.xml
believe,believe.01,believe,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\believe.xml
belittle,belittle.01,make seem insignificant,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\belittle.xml
bellow,bellow.01,yell,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bellow.xml
belly-flop,belly-flop.01,fail spectacularly,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\belly-flop.xml
belly-flop,belly-flop.01,fail spectacularly,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bellyflop.xml
belong,belong.01,be owned by,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\belong.xml
bemoan,bemoan.01,to express grief over,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bemoan.xml
bend,bend.01,(cause to) form a curve,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bend.xml
bend,bend.02,"yield, give way",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bend.xml
benefit,benefit.01,give advantage to,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\benefit.xml
bequeath,bequeath.01,"to leave by will, hand down",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bequeath.xml
berate,berate.01,yell at,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\berate.xml
beset,beset.01,"to attack, harass, surround",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\beset.xml
besiege,besiege.01,to surround or harass (as with questions or requests),3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\besiege.xml
best,best.01,"triumph over, beat",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\best.xml
bestow,bestow.01,"to present, give as a gift",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bestow.xml
bet,bet.01,wager,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\bet.xml
betray,betray.01,treason,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\betray.xml
better,better.01,to improve,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\better.xml
