predicate,count
assorted,4
satisfaction,4
presentation,4
run down,4
clacked,4
crowned,4
cut and run,4
relieved,4
reduction,4
victory,4
decreased,4
fabulous,4
mr. hahn,4
learning,4
steps,4
protection,4
dumb,4
inferior,4
overreached,4
tick,4
the church,4
filling in,4
lightened up,4
the first time,4
object,4
important,4
obama,4
blasted,4
vomiting,4
stuck,4
ambiguous,4
blew,4
filing,4
moderate,4
riot,4
cabled,4
position,4
personal,4
precious,4
inquired,4
hypocritical,4
cool,4
trip,4
veto,4
general,4
chortled,4
discount,4
decompressed,4
worse,4
faint,4
double,4
fold,4
resignation,4
interception,4
occluded,4
noble,4
the way,4
mild,4
assurance,4
several big board firms,4
kiss,4
innovation,4
appalled,4
comparison,4
spring,4
sex,4
to mary,4
task,4
fixed,4
rejoined,4
kidding,4
careful,4
diseased,4
preservation,4
stocks,4
upbringing,4
bite,4
drug,4
statement,4
streamed,4
the men,4
due,4
oriented,4
the issue,4
liking,4
swept,4
imaging,4
rush,4
area,4
budgeted,4
orientation,4
on the table,4
tonight,4
basically,4
mental,4
china,4
angered,4
balding,4
trading,4
waxed,4
most,4
evolution,4
lagged,4
bright,4
skittered,4
convoy,4
click,4
worth,4
decent,4
implementation,4
pinched,4
yielded,4
with water,4
guess,4
dispute,4
incarnation,4
disposal,4
default,4
chance,4
chronic,4
addicted,4
insistence,4
hopeless,4
war,4
the board,4
separation,4
pointless,4
so much,4
shower,4
in price,4
dead,4
natural,4
hunting,4
fun,4
for it,4
the plane,4
clearance,4
as well,4
assault,4
noticed,4
clearing,4
lettered,4
tweet,4
news,4
rehabilitated,4
pace,4
underestimated,4
strapped,4
bracing,4
awesome,4
no one,4
swamped,4
clubbing,4
mixed,4
average,4
funding,4
in recent years,4
many people,4
repacked,4
fitting,4
proceeding,4
bilateral,4
tight,4
broad,4
tangle,4
the room,4
civilized,4
success,4
banking,4
devaluation,4
loudly,4
protest,4
shocked,4
judge,4
whooping,4
rough,4
far,4
blows,4
diplomatic,4
powerful,4
occupation,4
immortalized,4
adenoma,4
break up,4
effusing,4
aim,4
of hair,4
relief,4
flicked,4
hailed,4
commonwealth edison,4
induce,4
rich,4
boost,4
take out,4
secure,4
aggression,4
wonder,4
equipment,4
interpolated,4
sale,4
guidance,4
conditioning,4
handle,4
creation,4
$ 10,4
reply,4
voting,4
acclaim,4
distribution,4
bronzed,4
religious,4
thrill,4
cyclone,4
burden,4
biased,4
this year,4
identification,4
liberation,4
serious,4
figures,4
passage,4
accustomed,4
spiked,4
broke out,4
familiar,4
stroll,4
paint,4
clipped,4
improvement,4
jumping,4
ahead,4
interest rates,4
taking on,4
forecast,4
succession,4
insecure,4
the children,4
chugged,4
exclusive,4
cloyed,4
combination,4
intent,4
priced,4
of it,4
fluid,4
planked,4
strip,4
freeze,4
biopsy,4
his horse,4
common,4
coding,4
hazy,4
generally,4
complaint,4
fluxed,4
the property,4
bank,4
admits,4
segregation,4
promotion,4
scammed,4
palestinian,4
hang,4
set up,4
wharfed,4
calved,4
crushing,4
the stock market,4
rapped,4
display,4
the ball,4
crippled,4
roads,4
vault,4
summoned,4
tented,4
smart,4
taste,4
the lesion,4
rehabilitation,4
nipped,4
spouted off,4
stock,4
bargaining,4
shaming,4
registration,4
tsunami,4
onslaught,4
reinsurance,4
of water,4
rally,4
attraction,4
ban,3
expanded,3
encouraging,3
the story,3
extensive,3
hsia,3
welcome,3
clawed,3
augmentation,3
replacement,3
punishment,3
obsessed,3
cobbled,3
initial,3
machine,3
outcry,3
triage,3
came to terms,3
aims,3
trade - off,3
geared,3
the floor,3
imports,3
shuffle,3
reverse,3
reflection,3
industrialization,3
volleyed,3
few,3
rules,3
ironic,3
snorkeled,3
sea containers,3
usually,3
his shoulders,3
for months,3
oared,3
unspecified,3
rage,3
hearings,3
justified,3
derision,3
blunt,3
buzzing,3
the commission,3
jack,3
slivered,3
settlement,3
penned,3
swimming,3
frank,3
allay,3
of history,3
turns out,3
of himself,3
stunned,3
ran off,3
overheard,3
ashamed,3
sickened,3
brooding,3
colon,3
fed,3
retrieved,3
impressed,3
powdered,3
resort,3
the heart,3
digital,3
the film,3
get back,3
burning,3
ascending,3
dig,3
attractive,3
overcrowding,3
imprisoned,3
loose,3
assassination,3
baseball,3
right - wing,3
crazy,3
pasted,3
very well,3
anticipates,3
dominance,3
erupted,3
inflated,3
corruption,3
ration,3
onboard,3
indented,3
resume,3
consolation,3
hailing,3
overpopulating,3
the industry,3
loutish,3
landing,3
the building,3
tousled,3
rioting,3
perhaps,3
widened,3
frosted up,3
crumbed,3
lift,3
stabbing,3
nomination,3
tokyo,3
piqued,3
effort,3
designs,3
snoring,3
lack,3
rumpled,3
this cake,3
recession,3
infraction,3
adjourned,3
spelling,3
undertaking,3
partisan,3
worked out,3
marriage,3
rubbish,3
trick,3
saveable,3
fouled,3
beguiled,3
notification,3
attention,3
confesses,3
dashed,3
expensive,3
bow,3
nosy,3
wreathed,3
friday,3
hinted,3
impractical,3
terror,3
aminated,3
dampened,3
deciphered,3
stimulated,3
reeved,3
gamble,3
deficit,3
you guys,3
the chicken,3
on us,3
examined,3
bumped,3
chase,3
dialogue,3
in which,3
graded,3
pounding,3
approaching,3
bitter,3
left over,3
the store,3
apprenticed,3
reset,3
make over,3
dark,3
too much,3
hateful,3
steeped,3
telephone,3
services,3
simply,3
shattered,3
stalled,3
remission,3
for her,3
to patient,3
matter,3
prosecution,3
normally,3
encounter,3
the two,3
wholesale,3
practical,3
sticky,3
complaints,3
twined,3
out of hands,3
distorted,3
scream,3
assessed,3
looking,3
proper,3
accounts,3
spin,3
inspirational,3
the plan,3
misgivings,3
hacked,3
eventually,3
apparently,3
guarantee,3
thundered,3
ma ying - jeou,3
indecipherable,3
regrets,3
whitewashed,3
narrowed,3
repeat,3
hulled,3
wafted,3
stream,3
carefully,3
storage,3
rebuttal,3
heavy,3
canned,3
the light,3
happens,3
irrupted,3
"pacific first financial 's acquisition by royal trustco ltd of toronto for $ 27 a share , or $ 212 million",3
the white house,3
inconceivable,3
moonlighting,3
frustration,3
swings,3
experiments,3
publicly,3
howled,3
consensual,3
objection,3
championship,3
teased,3
bunched up,3
emergency,3
somersaulted,3
stitched,3
awake,3
nine,3
resent,3
reckless,3
transaction,3
dusted,3
jab,3
resting,3
beware,3
dipped,3
interposed,3
in the past,3
joint,3
bankruptcy,3
pathology,3
dawn,3
reduce,3
jammed,3
members,3
concession,3
unusual,3
edgy,3
motivate,3
re - entered,3
foggy,3
heartless,3
some people,3
retaliation,3
in light,3
rescue,3
looting,3
mulcted,3
initially,3
championships,3
reasserted,3
damp,3
afflicted,3
swished,3
stressed out,3
cantered,3
permanent,3
'd,3
broke down,3
the flowers,3
clinked,3
the project,3
realistic,3
trades,3
predated,3
celebration,3
to the committee,3
write off,3
ps of new hampshire,3
mired,3
with it,3
resection,3
feel,3
remonstrated,3
relay,3
the party,3
50 % of voters,3
generation,3
write down,3
employees,3
incumbent,3
the lights,3
struggle,3
nonenhancing,3
criticism,3
earmarked,3
harsh,3
maggie,3
disaster,3
addled,3
scrapping,3
realized,3
the government 's,3
blaze,3
reintroduced,3
salvage,3
diet,3
nervous,3
uprising,3
pop,3
invitation,3
packing,3
choking,3
ringing,3
politicized,3
in advance,3
relations,3
gather,3
refund,3
interactions,3
measure,3
the balloon,3
national,3
backward,3
rained,3
firmed,3
car,3
as,3
reservations,3
reenlisted,3
arise,3
fortunate,3
scalped,3
u - turn,3
repercussions,3
singled out,3
proof,3
check out,3
evidenced,3
of age,3
careless,3
in the u.s.,3
schooling,3
doubled,3
entirely,3
pale,3
friction,3
grounded,3
skeptical,3
directly,3
frame,3
circulation,3
china 's,3
boil,3
departure,3
taxation,3
engaged,3
unbelievable,3
luxuriated,3
holiday,3
deception,3
asphalted,3
the chef,3
immunostaining,3
a company,3
especially,3
commissioning,3
reprogrammed,3
clumping,3
the skin,3
ballot,3
intervention,3
tainted,3
stressing,3
absence,3
of violence,3
levy,3
inspection,3
allocation,3
wire,3
straining,3
plunged,3
the soldiers,3
posting,3
the name,3
misunderstanding,3
itching,3
rebounded,3
uh,3
propagation,3
climbing,3
jerked,3
grunted,3
boarding,3
prickled,3
president bush,3
sitting,3
discharge,3
nasty,3
specific,3
ibm,3
twister,3
connection,3
flies,3
knee,3
stamping,3
so far,3
the stock,3
studies,3
judgement,3
piercing,3
testify,3
rival,3
definition,3
fat,3
the parties,3
satisfy,3
the pasta,3
thinking,3
oil 's,3
for them,3
betting,3
convenient,3
scaling,3
catch up,3
shove,3
denatured,3
promiscuous,3
unconscious,3
insure,3
grooved,3
pack,3
the cut surface,3
struck out,3
gambling,3
a murder,3
friendly,3
shelled,3
smudged,3
american,3
stage,3
scratching,3
damned,3
bear,3
baits,3
everyone,3
triggered,3
draw down,3
excitement,3
loan,3
counteraction,3
tomorrow,3
right now,3
aspiration,3
conscious,3
housing,3
heaped,3
took up,3
cases,3
private,3
kvetched,3
misconduct,3
crude,3
hang on,3
nobody,3
drizzled,3
gains,3
the couch,3
confirmation,3
speculation,3
immigration,3
soft,3
burnout,3
perished,3
polish,3
scan,3
rare,3
frighten,3
happy,3
annoying,3
exclusion,3
recurrence,3
anniversary,3
a good number,3
fundraising,3
thrust,3
nourished,3
diversification,3
libel,3
ulcerated,3
sure,3
dedication,3
responsive,3
fist,3
clad,3
leafed,3
canonized,3
vows,3
get off,3
bonds,3
taking over,3
fishing,3
seats,3
hearing,3
tripled,3
hopped,3
of milk,3
set out,3
behind,3
immediately,3
on you,3
constant,3
floured,3
calls,3
pushing,3
startled,3
tests,3
obviously,3
functioning,3
repainted,3
fundamental,3
weigh,3
stress,3
ticketed,3
premiere,3
busy,3
passive,3
let,3
of time,3
responsibility,3
credit,3
as a result,3
involvement,3
inexpensive,3
breathing,3
answers,3
mainly,3
pulsed,3
subsided,3
of the heart,3
painting,3
banning,3
walls,3
escalation,3
surgical,3
rock on,3
operable,3
pooled,3
staff,3
healthy,3
hurry,3
demands,3
logarithmic,3
erased,3
actual,3
my eyes,3
representation,3
conveyancing,3
notated,3
selfish,3
stand up,3
in september,3
casual,3
before,3
warming,3
taking out,3
put up,3
institutions,3
their way,3
ganged,3
sleeping,3
etiolated,3
loud,3
snuffling,3
occasional,3
rational,3
distended,3
beatdown,3
the cancer,3
triumphed,3
curb,3
tinged,3
case,3
maturity,3
plumped,3
the group,3
averaging,3
articulate,3
time,3
suggestions,3
smote,3
submission,3
impressive,3
avalanche,3
knock,3
uncertain,3
waxing,3
conflagration,3
my face,3
distraction,3
thrilled,3
shape,3
whining,3
tornado,3
asserted,3
conviction,3
immunoblotted,3
decompresses,3
kosher,3
forgiving,3
minor,3
founding,3
shipping,3
lodging,3
revelations,3
partitioned,3
aligned,3
in 1987,3
minded,3
determination,3
protesting,3
away,3
snap,3
the opposition,3
parallel,3
discriminatory,3
advertisers,3
clapped,3
congested,3
reappraised,3
vetted,3
forward,3
garnished,3
possible,3
work up,3
licensing,3
vertical,3
capped,3
resile,3
pinked,3
enrollment,3
pupils,3
adjusted,3
shamed,3
crime,3
the british government,3
clustered,3
the architect,3
the amount,3
red,3
conjugated,3
crappy,3
english,3
sane,3
literate,3
bother,3
cores,3
lower,3
the case,3
recess,3
sophisticated,3
gentled,3
typical,3
slash,3
prove,3
concatenated,3
redeveloped,3
last night,3
burdened,3
sold out,3
dad,3
over it,3
differentiated,3
plummeted,3
screwed up,3
different,3
replenished,3
drilling,3
hung,3
lamming out,3
ripped,3
imperative,3
endorsed,3
my head,3
extravasation,3
swagged,3
hurricane,3
grumble,3
press,3
faded,3
rarefied,3
grip,3
instructions,3
uninvolved,3
panic,3
wearied,3
dispatched,3
stabbed,3
crowbarred,3
spurted,3
refinanced,3
lined up,3
osmoregulation,3
glacial,3
fluttering,3
sufficient,3
confusing,3
broke through,3
laugh,3
touchy,3
sweeping,3
came down,3
dressed,3
carry on,3
wash,3
brainwashed,3
deportation,3
reckon,3
flight,3
of funds,3
lol'd,3
with age,3
marketing,3
psyched,3
emotional,3
code,3
distinction,3
the bill,3
of the dice,3
in any way,3
blame,3
smack,3
extreme,3
stretching,3
worked up,3
passed on,3
portrayal,3
unveiling,3
the judge,3
mr. icahn,3
nuts,3
newsweek 's chairman,3
focus,3
groomed,3
flakes,3
plumb,3
steady,3
laughed,3
stood,3
tweeted,3
mated,3
sexual,3
achievement,3
convention,3
recommit,3
aching,3
backpacked,3
restless,3
his lips,3
deteriorated,3
haboob,3
chat,3
the wine,3
entice,3
improper,3
networking,3
women,3
certified,3
scratch out,3
strict,3
head,3
snowballed,3
throwing,3
score,3
rebound,3
accord,3
conformation,3
curious,3
gauge,3
a lorillard spokeswoman,3
inauguration,3
racket,3
marginal,3
equal,3
boxing,3
caution,3
shrimped,3
disappointment,3
the soviet union,3
plagued,3
whatever,3
dueling,3
dissolution,3
drag,3
jockeyed,3
economy,3
judged,3
trailing,3
the public,3
hits,3
food,3
total,3
spur,3
federal,3
spewing,3
leaks,3
selection,3
ushered,3
mrs. thatcher,3
leafing,3
super,3
this week,3
genetic,3
jogs,3
devised,3
sacrifice,3
attempt,3
parents,3
intense,3
prospection,3
bridging,3
out of pocket,3
introduction,3
arbitrage,3
overdrew,3
cost,3
hailstorm,3
passes,3
unground,3
at the same time,3
the farmer,3
quit,3
staging,3
breath,3
unworkable,3
kent cigarettes were sold,3
decoupled,3
arbitration,3
the car,3
possessive,3
ranted,3
intelligence,3
spooked,3
the truck,3
coated,3
thus,3
demilitarization,3
focalized,3
conditions,3
the woman,3
eyes,3
utilization,3
focal,3
baseline,3
cozened,3
tackle,3
conversation,3
triumph,3
audition,3
qualify,3
email,3
the reforms,3
draw attention,3
slated,3
fantastic,3
whirled,3
in line,3
crafted,3
motivated,3
similar,3
observation,3
the wall,3
microblogging,3
tripping,3
blowing up,3
forgive,3
cocked,3
huge,3
represent,3
investment,3
radical,3
bond,3
maintenance,3
census,3
pink,3
rain,3
entangled,3
depression,3
straight,3
leaning,3
probation,3
tall,3
annual,3
campaign,3
sledged,3
plating,3
ual,3
disagree,3
dramatic,3
the land,3
pegged,3
ablation,3
mostly,3
mistake,3
adjacent,3
inbred,3
his father,3
echo,3
spying,3
frequent,3
enlarge,3
misted up,3
the cake,3
pushed,3
wept,3
filming,3
cabbed,3
stock prices,3
sheltered,3
asleep,3
at that time,3
benign,3
bat,3
with each other,3
romantic,3
his watch,3
sucks,3
at hand,3
precise,3
online,3
excepted,3
mr. noriega,3
the us,3
slammed,3
glassed over,3
budget,3
air,3
disclosed,3
convergence,3
floored,3
in addition,3
hemorrhaging,3
partially,3
upper,3
the police,3
indictment,3
gaming,3
drying,3
lovely,3
punt,3
stammered,3
restitution,3
ream,3
at all,3
amazed,3
fledged,3
pouring,3
in fact,3
stirred,3
end up,3
shed light,3
engineered,3
paramutation,3
awkward,3
flood,3
unauthorized,3
handling,3
repair,3
devolved,3
blanched,3
at,3
embrace,3
acceptable,3
worrisome,3
unacceptable,3
step,3
feuding,3
violent,3
cardiac,3
interruption,3
smoking,3
will last,3
predictions,3
compliance,3
the ship,3
jolted,3
dockings,3
the bread,3
weakened,3
the internal investigation,3
heart,3
amicable,3
popular,3
was twanging,3
hydrated,3
particular,3
outbreak,3
make up,3
peer,3
the pilots,3
ransomed,3
surge,3
the window,3
the question,3
deglycosylated,3
perfect,3
soliciting,3
moreover,3
forwent,3
skate,3
consuming,3
defer,3
practice,3
toss,3
sweet,3
milk,3
crowning,3
mis - sold,3
in the end,3
applications,3
payment,3
reference,3
easily,3
mushroomed,3
ailing,3
financed,3
follow - up,3
anneal,3
effaced,3
meddling,3
thickened,3
concentrated,3
whupped,3
restated,3
obligation,3
newly,3
stagflation,3
gracious,3
somewhat,3
nested,3
undeveloped,3
postponement,3
funnel,2
zipped,2
presumptuous,2
accounted,2
submitted,2
leave alone,2
revival,2
brainstorming,2
talk,2
clutter,2
adventurous,2
embedded,2
tracking down,2
tarried,2
reel,2
knelled,2
shimmied,2
trekked,2
contrive,2
blooded,2
resampling,2
semi - watching,2
successful,2
conceiving,2
sundered,2
differentiate,2
men,2
load,2
putrefies,2
disarming,2
renowned,2
touching,2
man made,2
clunking,2
try out,2
sibilated,2
correlation,2
on the phone,2
infringement,2
undertaken,2
straightforward,2
bp,2
spotting,2
maneuvered,2
the ladies,2
timed,2
disagrees,2
oversewed,2
disappointing,2
unstable,2
vanished,2
sipped,2
my phone,2
in vitro,2
of the united states,2
harp,2
farnesylated,2
company,2
east germany,2
sluiced down,2
stock - index arbitrage,2
earlier,2
fairly,2
ischemic,2
bunted,2
hydration,2
interpretation,2
scattered,2
examinations,2
bereaved,2
chillin,2
isomerized,2
expression,2
winding down,2
limit,2
unclear,2
skirmished,2
the wound,2
modeling,2
flaked,2
financial,2
10 - mile,2
of blood,2
agglomerated,2
guarantees,2
eccentric,2
sniggered,2
reincarnated,2
of mind,2
world,2
procedure,2
the barrier,2
end - to - side,2
art prices,2
this fall,2
protested,2
clumsy,2
interpreted,2
rehearing,2
unwind,2
infeasible,2
square,2
played out,2
reinduction,2
adverted,2
monitoring,2
rallies,2
fluctuates,2
dismounted,2
scalded,2
malnourished,2
abused,2
demyelinating,2
roofed,2
sudden,2
a recession,2
flunk,2
dining,2
wrest,2
made out,2
honest,2
bypassable,2
the size of the issue,2
optimistic,2
got hold,2
phosphorylated,2
stereotyped,2
correspond,2
shy away,2
disservice,2
hospitalized,2
opposite,2
the big board,2
his plate,2
urbanized,2
nods,2
seething,2
squinting,2
overbid,2
during the past 3 1/2 years,2
chunked,2
valuation,2
republican,2
entranced,2
the nasdaq composite index,2
not only,2
lulled,2
primed,2
disarm,2
avid,2
zipcoded,2
fort up,2
bold,2
cystectomy,2
screening,2
sink,2
forecasting,2
to the iraq war,2
spiraled,2
prosecuted,2
opposition,2
transduced,2
the characters,2
the sky,2
in place,2
resell,2
all night long,2
flopped,2
of the dog,2
kind,2
flash flood,2
of troops,2
in the prevention of diabetes and chronic diseases,2
decreed,2
kneaded,2
